script_id,in_window
SC-184,True
SC-185,True
SC-186,True
SC-187,True
SC-188,True
SC-189,True
SC-190,True
SC-191,True
SC-192,True
SC-193,True
SC-194,True
SC-195,True
SC-196,True
SC-197,True
SC-198,True
SC-199,True
SC-200,True
SC-201,True
SC-202,True
SC-203,True
SC-204,True
SC-205,True
SC-206,True
SC-207,True
SC-208,True
SC-209,True
SC-210,True
SC-211,True
SC-212,True
SC-213,True
SC-214,True
SC-215,True
SC-216,True
SC-217,True
SC-218,True
SC-219,True
SC-220,True
SC-221,True
SC-222,True
SC-223,True
SC-224,True
SC-225,True
SC-226,True
SC-227,True
SC-228,True
SC-229,True
SC-230,True
SC-231,False
SC-232,False
SC-233,False
SC-234,True
SC-235,True
SC-236,True
SC-237,True
SC-238,True
SC-239,True
SC-240,True
SC-241,True
SC-242,True
SC-243,True
SC-244,0
SC-245,no
SC-246,True
SC-247,True
SC-248,False
SC-249,True
SC-250,True
SC-251,False
SC-252,false
SC-253,FALSE
SC-254, False 
SC-255,fAlSe
SC-256,OUT
SC-257,out
SC-258,OUT
SC-259,closed
SC-260,blocked
SC-261,denied
SC-262,rejected
SC-263,excluded
SC-264,missing
SC-265,absent
SC-266,True
SC-267,true
SC-268,TRUE
SC-269,yes
SC-270,1
SC-271,True
SC-272,True
SC-273,True
SC-274,True
SC-275,True
SC-276,True
SC-277,True
SC-278,True
SC-279,True
SC-280,True
SC-281,True
SC-282,True
SC-283,True
SC-284,True
SC-285,True
SC-286,True
SC-287,True
SC-288,True
SC-289,True
SC-290,True
SC-291,True
SC-292,True
SC-293,True
SC-294,True
SC-295,True
SC-296,True
SC-297,True
SC-298,True
SC-299,True
SC-300,True
SC-301,True
SC-302,True
SC-303,True
SC-304,True
SC-305,True
SC-306,True
SC-307,True
SC-308,True
SC-309,True
SC-310,True
SC-311,True
SC-312,True
SC-313,True
SC-314,True
SC-315,True
SC-316,True
SC-317,True
SC-318,True
SC-319,True
SC-320,True
SC-321,True
SC-322,True
SC-323,True
SC-324,True
SC-325,True
SC-326,True
SC-327,True
SC-328,True
SC-329,True
SC-330,True
SC-331,True
SC-331,True
SC-332,True
SC-333,True
SC-334,True
SC-335,True
SC-336,True
SC-337,True
SC-338,True
SC-339,True
SC-340,True
SC-341,True
SC-342,True
SC-343,True
SC-344,True
SC-345,True
SC-346,True
SC-347,True
SC-348,True
SC-349,True
SC-350,True
SC-351,True
SC-352,True
SC-353,True
SC-354,True
SC-355,True
SC-356,True
SC-357,True
SC-358,True
SC-359,True
SC-360,True
SC-361,True
SC-362,True
SC-363,True
SC-364,True
SC-365,True
SC-366,True
SC-367,True
SC-368,True
SC-369,True
SC-371,True
SC-372,True
SC-373,True
SC-374,True
SC-375,True
SC-376,True
SC-377,True
SC-378,True
SC-379,True
SC-380,True
SC-381,True
SC-382,True
SC-383,True
SC-384,True
SC-385,True
SC-386,True
SC-387,True
SC-388,True
SC-389,True
SC-390,True
SC-391,True
SC-392,True
SC-393,True
SC-394,True
SC-395,True
SC-396,True
SC-397,True
SC-398,True
SC-399,True
SC-400,True
SC-401,False
SC-402,True
SC-403,False
SC-404,True
SC-405,True
SC-406,True
SC-407,False
SC-408,True
SC-409,False
SC-410,True
SC-411,True
SC-412,True
SC-413,True
SC-414,False
SC-415,True
SC-416,True
SC-417,True
SC-418,True
SC-419,True
SC-420,False
SC-421,False
SC-422,false
SC-423,FALSE
SC-424, False 
SC-425,fAlSe
SC-426,"False"
SC-427,"False
"
SC-428,False	
SC-429,0
SC-430,0.0
SC-431,zero
SC-432,Zero
SC-433,no
SC-434,No
SC-435,NO
SC-436,N
SC-437,n
SC-438,off
SC-439,Off
SC-440,OFF
SC-441,out
SC-442,Out
SC-443,OUT
SC-444,closed
SC-445,blocked
SC-446,denied
SC-447,rejected
SC-448,excluded
SC-449,missing
SC-450,absent
SC-451,1
SC-452,yes
SC-453,Yes
SC-454,YES
SC-455,T
SC-456,t
SC-457,true
SC-458,True
SC-459,TRUE
SC-461, 
SC-462,none
SC-463,null
SC-464,False!
SC-465,false!
SC-466,False.
SC-467,false.
SC-468,"False,"
SC-469,FALSE!
SC-470,2
SC-471,-1
SC-472,True
SC-473,True
SC-474,True
SC-475,True
SC-476,True
SC-477,True
SC-478,True
SC-479,True
SC-480,True
SC-481,True
SC-482,True
SC-483,True
SC-484,True
SC-485,True
SC-486,True
SC-487,True
SC-488,True
SC-489,True
SC-490,True
SC-491,True
SC-492,True
SC-493,True
SC-494,True
SC-495,True
SC-496,True
SC-497,True
SC-498,True
SC-499,True
SC-500,True
SC-501,True
SC-502,True
SC-503,True
SC-504,True
SC-505,True
SC-506,True
SC-507,True
SC-508,True
SC-509,True
SC-510,True
SC-511,True
SC-512,True
SC-513,True
SC-514,True
SC-515,True
SC-516,True
SC-517,True
SC-518,True
SC-519,True
SC-520,True
SC-521,True
SC-522,True
SC-523,True
SC-524,True
SC-525,True
SC-526,True
SC-527,True
SC-528,True
SC-529,True
SC-530,True
SC-531,True
SC-532,True
SC-533,True
SC-534,True
SC-535,True
SC-536,True
SC-537,True
SC-538,True
SC-539,True
SC-540,True
SC-541,True
SC-542,True
SC-543,True
SC-544,True
SC-545,True
SC-546,True
SC-547,True
SC-548,True
SC-549,True
SC-550,True
SC-551,True
SC-552,True
SC-553,True
SC-554,True
SC-555,True
SC-556,True
SC-557,True
SC-558,True
SC-559,True
SC-560,True
SC-561,True
SC-562,True
SC-563,True
SC-564,True
SC-565,True
SC-566,True
SC-567,True
SC-568,True
SC-569,True
SC-570,True
SC-571,True
SC-572,True
SC-573,True
SC-574,True
SC-575,True
SC-576,True
SC-577,True
SC-578,True
SC-579,True
SC-580,True
SC-581,True
SC-582,True
SC-583,True
SC-584,True
SC-585,True
SC-586,True
SC-587,True
SC-588,True
SC-589,True
SC-590,True
SC-591,True
SC-592,True
SC-593,True
SC-594,True
SC-595,True
SC-596,True
SC-597,True
SC-598,True
SC-599,True
SC-600,True
SC-601,True
SC-602,True
SC-603,True
SC-604,True
SC-605,True
SC-606,True
SC-607,True
SC-608,True
SC-609,True
SC-610,True
SC-611,True
SC-612,True
SC-613,True
SC-614,True
SC-615,True
SC-616,True
SC-617,True
SC-618,True
SC-619,True
SC-620,True
SC-621,True
SC-622,True
SC-623,True
SC-624,True
SC-625,True
SC-626,True
SC-627,True
SC-628,True
SC-629,True
SC-630,True
SC-631,True
SC-632,True
SC-633,True
SC-634,True
SC-635,True
SC-636,True
SC-637,True
SC-638,True
SC-639,True
SC-640,True
SC-641,True
SC-642,True
SC-643,True
SC-644,True
SC-645,True
SC-646,True
SC-647,True
SC-648,True
SC-649,True
SC-650,True
SC-651,True
SC-652,True
SC-653,True
SC-654,True
SC-655,True
SC-656,True
SC-657,True
SC-658,True
SC-659,True
SC-660,True
SC-661,True
SC-662,True
SC-663,True
SC-664,True
SC-665,True
SC-666,True
SC-667,True
SC-668,True
SC-669,True
SC-670,True
SC-671,True
SC-672,True
SC-673,True
SC-674,True
SC-675,True
SC-676,True
SC-677,True
SC-678,True
SC-679,True
SC-680,True
SC-681,True
SC-682,True
SC-683,True
SC-684,True
SC-685,True
SC-686,True
SC-687,True
SC-688,True
SC-689,True
SC-690,True
SC-691,True
SC-692,True
SC-693,True
SC-694,True
SC-695,True
SC-696,True
SC-697,True
SC-698,True
SC-699,True
SC-700,True
SC-701,True
SC-702,True
SC-703,True
SC-704,True
SC-705,True
SC-706,True
SC-707,True
SC-708,True
SC-709,True
SC-710,True
SC-711,True
SC-712,True
SC-713,True
SC-714,True
SC-715,True
SC-716,True
SC-717,True
SC-718,True
SC-719,True
SC-720,True
SC-721,True
SC-722,True
SC-723,True
SC-724,True
SC-725,True
SC-726,True
SC-727,True
SC-728,True
SC-729,True
SC-730,True
SC-731,True
SC-732,True
SC-733,True
SC-734,True
SC-735,True
SC-736,True
SC-737,True
SC-738,True
SC-739,True
SC-740,True
SC-741,True
SC-742,True
SC-743,True
SC-744,True
SC-745,True
SC-746,True
SC-747,True
SC-748,True
SC-749,True
SC-750,True
SC-751,True
SC-752,True
SC-753,True
SC-754,True
SC-755,True
SC-756,True
SC-757,True
SC-758,True
SC-759,True
SC-760,True
SC-761,True
SC-762,True
SC-763,True
SC-764,True
SC-765,True
SC-766,True
SC-767,True
SC-768,True
SC-769,True
SC-770,True
SC-771,True
SC-772,True
SC-773,True
SC-774,True
SC-775,True
SC-776,True
SC-777,True
SC-778,True
SC-779,True
SC-780,True
SC-781,True
SC-782,True
SC-783,True
SC-784,True
SC-785,True
SC-786,True
SC-787,True
SC-788,True
SC-789,True
SC-790,True
SC-791,True
SC-792,True
SC-793,True
SC-794,True
SC-795,True
SC-796,True
SC-797,True
SC-798,True
SC-799,True
SC-800,True
SC-801,True
SC-802,True
SC-803,True
SC-804,True
SC-805,True
SC-806,True
SC-807,True
SC-808,True
SC-809,True
SC-810,True
SC-811,True
SC-812,True
SC-813,True
SC-814,True
SC-815,True
SC-816,True
SC-817,True
SC-818,True
SC-819,True
SC-820,True
SC-821,True
SC-822,True
SC-823,True
SC-824,True
SC-825,True
SC-826,True
SC-827,True
SC-828,True
SC-829,True
SC-830,True
SC-831,True
SC-832,True
SC-833,True
SC-834,True
SC-835,True
SC-836,True
SC-837,True
SC-838,True
SC-839,True
SC-840,True
SC-841,True
SC-842,True
SC-843,True
SC-844,True
SC-845,True
SC-846,True
SC-847,True
SC-848,True
SC-849,True
SC-850,True
SC-851,True
SC-852,True
SC-853,True
SC-854,True
SC-855,True
SC-856,True
SC-857,True
SC-858,True
SC-859,True
SC-860,True
SC-861,True
SC-862,True
SC-863,True
SC-864,False
SC-865,True
SC-866,0
SC-867,no
SC-868,off
SC-869,N
SC-871, 
SC-872,False
SC-873,True
SC-874,0
SC-875,no
SC-876,off
SC-877,N
SC-879, 
SC-880,False
SC-881,True
SC-882,0
SC-883,no
SC-884,off
SC-885,N
SC-887, 
SC-888,False
SC-889,True
SC-890,0
SC-891,no
SC-892,off
SC-893,N
SC-895, 
SC-896,False
SC-897,True
SC-898,0
SC-899,no
SC-900,off
SC-901,N
SC-903, 
SC-904,False
SC-905,False
SC-906,False
SC-907,False
SC-908,True
SC-909,True
SC-910,True
SC-911,True
SC-912,0
SC-913,0
SC-914,0
SC-915,0
SC-916,no
SC-917,no
SC-918,no
SC-919,no
SC-920,off
SC-921,off
SC-922,off
SC-923,off
SC-924,N
SC-925,N
SC-926,N
SC-927,N
SC-932, 
SC-933, 
SC-934, 
SC-935, 
SC-936,True
SC-937,True
SC-938,True
SC-939,True
SC-940,True
SC-941,True
SC-942,True
SC-943,True
SC-944,True
SC-945,True
SC-946,True
SC-947,True
SC-948,True
SC-949,True
SC-950,True
SC-951,True
SC-952,True
SC-953,True
SC-954,True
SC-955,True
SC-956,True
SC-957,True
SC-958,True
SC-959,True
SC-960,True
SC-961,True
SC-962,True
SC-963,True
SC-964,True
SC-965,True
SC-966,True
SC-967,True
SC-968,True
SC-969,True
SC-970,True
SC-971,True
SC-972,True
SC-973,True
SC-974,True
SC-975,True
SC-976,True
SC-977,True
SC-978,True
SC-979,True
SC-980,True
SC-981,True
SC-982,True
SC-983,True
SC-984,True
SC-985,True
SC-986,True
SC-987,True
SC-988,True
SC-989,True
SC-990,True
SC-991,True
SC-992,True
SC-993,True
SC-994,True
SC-995,True
SC-996,True
SC-997,True
SC-998,True
SC-999,True
SC-1000,True
SC-1001,True
SC-1002,True
SC-1003,True
SC-1004,True
SC-1005,True
SC-1006,True
SC-1007,True
SC-1008,True
SC-1009,True
SC-1010,True
SC-1011,True
SC-1012,True
SC-1013,True
SC-1014,True
SC-1015,True
SC-1016,True
SC-1017,True
SC-1018,True
SC-1019,True
SC-1020,True
SC-1021,True
SC-1022,True
SC-1023,True
SC-1024,True
SC-1025,True
SC-1026,True
SC-1027,True
SC-1028,True
SC-1029,True
SC-1030,True
SC-1031,True
SC-1032,True
SC-1033,True
SC-1034,True
SC-1035,True
SC-1036,True
SC-1037,True
SC-1038,True
SC-1039,True
SC-1040,True
SC-1041,True
SC-1042,True
SC-1043,True
SC-1044,True
SC-1045,True
SC-1046,True
SC-1047,True
SC-1048,True
SC-1049,True
SC-1050,True
SC-1051,True
SC-1052,True
SC-1053,True
SC-1054,True
SC-1055,True
SC-1056,True
SC-1057,True
SC-1058,True
SC-1059,True
SC-1060,True
SC-1061,True
SC-1062,True
SC-1063,True
SC-1064,True
SC-1065,True
SC-1066,True
SC-1067,True
SC-1068,True
SC-1069,True
SC-1070,True
SC-1071,True
SC-1072,True
SC-1073,True
SC-1074,True
SC-1075,True
SC-1076,True
SC-1077,True
SC-1078,True
SC-1079,True
SC-1080,True
SC-1081,True
SC-1082,True
SC-1083,True
SC-1084,True
SC-1085,True
SC-1086,True
SC-1087,True
SC-1088,True
SC-1089,True
SC-1090,True
SC-1091,True
SC-1092,True
SC-1093,True
SC-1094,True
SC-1095,True
SC-1096,True
SC-1097,True
SC-1098,True
SC-1099,True
SC-1100,True
SC-1101,True
SC-1102,True
SC-1103,True
SC-1104,True
SC-1105,True
SC-1106,True
SC-1107,True
SC-1108,True
SC-1109,True
SC-1110,True
SC-1111,True
SC-1112,True
SC-1113,True
SC-1114,True
SC-1115,True
SC-1116,True
SC-1117,True
SC-1118,True
SC-1119,True
SC-1120,True
SC-1121,True
SC-1122,True
SC-1123,True
SC-1124,True
SC-1125,True
SC-1126,True
SC-1127,True
SC-1128,True
SC-1129,True
SC-1130,True
SC-1131,True
SC-1132,True
SC-1133,True
SC-1134,True
SC-1135,True
SC-1136,True
SC-1137,True
SC-1138,True
SC-1139,True
SC-1140,True
SC-1141,True
SC-1142,True
SC-1143,True
SC-1144,True
SC-1145,True
SC-1146,True
SC-1147,True
SC-1148,True
SC-1149,True
SC-1150,True
SC-1151,True
SC-1152,True
SC-1153,True
SC-1154,True
SC-1155,True
SC-1156,True
SC-1157,True
SC-1158,True
SC-1159,True
SC-1160,True
SC-1161,True
SC-1162,True
SC-1163,True
SC-1164,True
SC-1165,True
SC-1166,True
SC-1167,True
SC-1168,True
SC-1169,True
SC-1170,True
SC-1171,True
SC-1172,True
SC-1173,True
SC-1174,True
SC-1175,True
SC-1176,True
SC-1177,True
SC-1178,True
SC-1179,True
SC-1180,True
SC-1181,True
SC-1182,False
SC-1183,True
SC-1184,True
SC-1185,True
SC-1186,False
SC-1187,True
SC-1188,True
SC-1189,True
SC-1190,False
SC-1191,False
SC-1192,False
SC-1193,True
SC-1194,True
SC-1195,True
SC-1196,False
SC-1197,True
SC-1198,True
SC-1199,True
SC-1200,False
SC-1201,False
SC-1202,False
SC-1203,True
SC-1204,True
SC-1205,True
SC-1206,False
SC-1207,False
SC-1208,False
SC-1209,True
SC-1210,True
SC-1211,True
SC-1212,False
SC-1213,False
SC-1214,False
SC-1215,True
SC-1216,True
SC-1217,True
SC-1218,True
SC-1219,True
SC-1220,True
SC-1221,True
SC-1222,True
SC-1223,True
SC-1224,True
SC-1225,True
SC-1226,True
SC-1227,True
SC-1228,True
SC-1229,True
SC-1230,True
SC-1231,True
SC-1232,True
SC-1233,True
SC-1234,True
SC-1235,True
SC-1236,True
SC-1237,True
SC-1238,True
SC-1239,True
SC-1240,True
SC-1241,True
SC-1242,True
SC-1243,True
SC-1244,True
SC-1245,True
SC-1246,True
SC-1247,True
SC-1248,True
SC-1249,True
SC-1250,True
SC-1251,True
SC-1252,True
SC-1253,True
SC-1254,True
SC-1255,True
SC-1256,True
SC-1257,True
SC-1258,True
SC-1259,True
SC-1260,True
SC-1261,True
SC-1262,True
SC-1263,True
SC-1264,True
SC-1265,True
SC-1266,True
SC-1267,True
SC-1268,True
SC-1269,True
SC-1270,True
SC-1271,True
SC-1272,True
SC-1273,True
SC-1274,True
SC-1275,True
SC-1276,True
SC-1277,True
SC-1278,True
SC-1279,True
SC-1280,True
SC-1281,True
SC-1282,True
SC-1283,True
SC-1284,True
SC-1285,True
SC-1286,True
SC-1287,True
SC-1288,True
SC-1289,True
SC-1290,True
SC-1291,True
SC-1292,True
SC-1293,True
SC-1294,True
SC-1295,True
SC-1296,True
SC-1297,True
SC-1298,True
SC-1299,True
SC-1300,True
SC-1301,True
SC-1302,True
SC-1303,True
SC-1304,True
SC-1305,True
SC-1306,True
SC-1307,True
SC-1308,True
SC-1309,True
SC-1310,True
SC-1311,True
SC-1312,True
SC-1313,True
SC-1314,True
SC-1315,True
SC-1316,True
SC-1317,True
SC-1318,True
SC-1319,True
SC-1320,True
SC-1321,True
SC-1322,True
SC-1323,True
SC-1324,True
SC-1325,True
SC-1326,True
SC-1327,True
SC-1328,True
SC-1329,True
SC-1330,True
SC-1331,True
SC-1332,True
SC-1333,True
SC-1334,True
SC-1335,True
SC-1336,True
SC-1337,True
SC-1338,True
SC-1339,True
SC-1340,True
SC-1341,True
SC-1342,True
SC-1343,True
SC-1344,True
SC-1345,True
SC-1346,True
SC-1347,True
SC-1348,True
SC-1349,True
SC-1350,True
SC-1351,True
SC-1352,True
SC-1353,True
SC-1354,True
SC-1355,True
SC-1356,True
SC-1357,True
SC-1358,True
SC-1359,True
SC-1360,True
SC-1361,True
SC-1362,True
SC-1363,True
SC-1364,True
SC-1365,True
SC-1366,True
SC-1367,True
SC-1368,True
SC-1369,True
SC-1370,True
SC-1371,True
SC-1372,True
SC-1373,True
SC-1374,True
SC-1375,True
SC-1376,True
SC-1377,True
SC-1378,True
SC-1379,True
SC-1380,True
SC-1381,True
SC-1382,True
SC-1383,True
SC-1384,True
SC-1385,True
SC-1386,True
SC-1387,True
SC-1388,True
SC-1389,True
SC-1390,True
SC-1391,True
SC-1392,True
SC-1393,True
SC-1394,True
SC-1395,True
SC-1396,True
SC-1397,True
SC-1398,True
SC-1399,True
SC-1400,True
SC-1401,True
SC-1402,True
SC-1403,True
SC-1404,True
SC-1405,True
SC-1406,True
SC-1407,True
SC-1408,True
SC-1409,True
SC-1410,True
SC-1411,True
SC-1412,True
SC-1413,True
SC-1414,True
SC-1415,True
SC-1416,True
SC-1417,True
SC-1418,True
SC-1419,True
SC-1420,True
SC-1421,True
SC-1422,True
SC-1423,True
SC-1424,True
SC-1425,True
SC-1426,True
SC-1427,True
SC-1428,True
SC-1429,True
SC-1430,True
SC-1431,True
SC-1432,True
SC-1433,True
SC-1434,True
SC-1435,True
SC-1436,True
SC-1437,True
SC-1438,True
SC-1439,True
SC-1440,True
SC-1441,True
SC-1442,True
SC-1443,True
SC-1444,True
SC-1445,True
SC-1446,True
SC-1447,True
SC-1448,True
SC-1449,True
SC-1450,True
SC-1451,True
SC-1452,True
SC-1453,True
SC-1454,True
SC-1455,True
SC-1456,True
SC-1457,True
SC-1458,True
SC-1459,True
SC-1460,True
SC-1461,True
SC-1462,True
SC-1463,True
SC-1464,True
SC-1465,True
SC-1466,True
SC-1467,True
SC-1468,True
SC-1469,True
SC-1470,True
SC-1471,True
SC-1472,True
SC-1473,True
SC-1474,True
SC-1475,True
SC-1476,True
SC-1477,True
SC-1478,True
SC-1479,True
SC-1480,True
SC-1481,True
SC-1482,True
SC-1483,True
SC-1484,True
SC-1485,True
SC-1486,True
SC-1487,True
SC-1488,True
SC-1489,True
SC-1490,True
SC-1491,True
SC-1492,True
SC-1493,True
SC-1494,True
SC-1495,True
SC-1496,True
SC-1497,True
SC-1498,True
SC-1499,True
SC-1500,True
SC-1501,True
SC-1502,True
SC-1503,True
SC-1504,True
SC-1505,True
SC-1506,True
SC-1507,True
SC-1508,True
SC-1509,True
SC-1510,True
SC-1511,True
SC-1512,True
SC-1513,True
SC-1514,True
SC-1515,True
SC-1516,True
SC-1517,True
SC-1518,True
SC-1519,True
SC-1520,True
SC-1521,True
SC-1522,True
SC-1523,True
SC-1524,True
SC-1525,True
SC-1526,True
SC-1527,True
SC-1528,True
SC-1529,True
SC-1530,True
SC-1531,True
SC-1532,True
SC-1533,True
SC-1534,True
SC-1535,True
SC-1536,True
SC-1537,True
SC-1538,True
SC-1539,True
SC-1540,True
SC-1541,True
SC-1542,True
SC-1543,True
SC-1544,True
SC-1545,True
SC-1546,True
SC-1547,True
SC-1548,True
SC-1549,True
SC-1550,True
SC-1551,True
SC-1552,True
SC-1553,True
SC-1554,True
SC-1555,True
SC-1556,True
SC-1557,True
SC-1558,True
SC-1559,True
SC-1560,True
SC-1561,True
SC-1562,True
SC-1563,True
SC-1564,True
SC-1565,True
SC-1566,True
SC-1567,True
SC-1568,False
SC-1569,False
SC-1570,False
SC-1571,True
SC-1572,True
SC-1573,True
SC-1574,0
SC-1575,0
SC-1576,0
SC-1577,off
SC-1578,off
SC-1579,off
SC-1580,False
SC-1581,False
SC-1582,False
SC-1583,True
SC-1584,True
SC-1585,True
SC-1586,0
SC-1587,0
SC-1588,0
SC-1589,off
SC-1590,off
SC-1591,off
SC-1592,False
SC-1593,False
SC-1594,False
SC-1595,True
SC-1596,True
SC-1597,True
SC-1598,0
SC-1599,0
SC-1600,0
SC-1601,off
SC-1602,off
SC-1603,off
SC-1604,False
SC-1605,False
SC-1606,False
SC-1607,True
SC-1608,True
SC-1609,True
SC-1610,0
SC-1611,0
SC-1612,0
SC-1613,off
SC-1614,off
SC-1615,off
SC-1616,False
SC-1617,False
SC-1618,False
SC-1619,True
SC-1620,True
SC-1621,True
SC-1622,0
SC-1623,0
SC-1624,0
SC-1625,off
SC-1626,off
SC-1627,off
SC-1628,False
SC-1629,False
SC-1630,False
SC-1631,True
SC-1632,True
SC-1633,True
SC-1634,0
SC-1635,0
SC-1636,0
SC-1637,off
SC-1638,off
SC-1639,off
SC-1640,False
SC-1641,False
SC-1642,False
SC-1643,True
SC-1644,True
SC-1645,True
SC-1646,0
SC-1647,0
SC-1648,0
SC-1649,off
SC-1650,off
SC-1651,off
SC-1652,False
SC-1653,False
SC-1654,False
SC-1655,True
SC-1656,True
SC-1657,True
SC-1658,0
SC-1659,0
SC-1660,0
SC-1661,off
SC-1662,off
SC-1663,off
SC-1664,False
SC-1665,False
SC-1666,False
SC-1667,True
SC-1668,True
SC-1669,True
SC-1670,0
SC-1671,0
SC-1672,0
SC-1673,off
SC-1674,off
SC-1675,off
SC-1676,False
SC-1677,False
SC-1678,False
SC-1679,True
SC-1680,True
SC-1681,True
SC-1682,0
SC-1683,0
SC-1684,0
SC-1685,off
SC-1686,off
SC-1687,off
SC-1688,False
SC-1689,False
SC-1690,False
SC-1691,True
SC-1692,True
SC-1693,True
SC-1694,0
SC-1695,0
SC-1696,0
SC-1697,off
SC-1698,off
SC-1699,off
SC-1700,False
SC-1701,False
SC-1702,False
SC-1703,True
SC-1704,True
SC-1705,True
SC-1706,0
SC-1707,0
SC-1708,0
SC-1709,off
SC-1710,off
SC-1711,off
SC-1712,False
SC-1713,False
SC-1714,False
SC-1715,True
SC-1716,True
SC-1717,True
SC-1718,0
SC-1719,0
SC-1720,0
SC-1721,off
SC-1722,off
SC-1723,off
SC-1724,False
SC-1725,False
SC-1726,False
SC-1727,True
SC-1728,True
SC-1729,True
SC-1730,0
SC-1731,0
SC-1732,0
SC-1733,off
SC-1734,off
SC-1735,off
SC-1736,False
SC-1737,False
SC-1738,False
SC-1739,True
SC-1740,True
SC-1741,True
SC-1742,0
SC-1743,0
SC-1744,0
SC-1745,off
SC-1746,off
SC-1747,off
SC-1748,False
SC-1749,False
SC-1750,False
SC-1751,True
SC-1752,True
SC-1753,True
SC-1754,0
SC-1755,0
SC-1756,0
SC-1757,off
SC-1758,off
SC-1759,off
SC-1760,False
SC-1761,False
SC-1762,False
SC-1763,True
SC-1764,True
SC-1765,True
SC-1766,0
SC-1767,0
SC-1768,True
SC-1769,True
SC-1770,True
SC-1771,True
SC-1772,True
SC-1773,True
SC-1774,True
SC-1775,True
SC-1776,True
SC-1777,True
SC-1778,True
SC-1779,True
SC-1780,True
SC-1781,True
SC-1782,True
SC-1783,True
SC-1784,True
SC-1785,True
SC-1786,True
SC-1787,True
SC-1788,True
SC-1789,True
SC-1790,True
SC-1791,True
SC-1792,True
SC-1793,True
SC-1794,True
SC-1795,True
SC-1796,True
SC-1797,True
SC-1798,True
SC-1799,True
SC-1800,True
SC-1801,True
SC-1802,True
SC-1803,True
SC-1804,True
SC-1805,True
SC-1806,True
SC-1807,True
SC-1808,True
SC-1809,True
SC-1810,True
SC-1811,True
SC-1812,True
SC-1813,True
SC-1814,True
SC-1815,True
SC-1816,True
SC-1817,True
SC-1818,True
SC-1819,True
SC-1820,True
SC-1821,True
SC-1822,True
SC-1823,True
SC-1824,True
SC-1825,True
SC-1826,True
SC-1827,True
SC-1828,True
SC-1829,True
SC-1830,True
SC-1831,True
SC-1832,False
SC-1833,False
SC-1834,False
SC-1835,False
SC-1836,True
SC-1837,True
SC-1838,True
SC-1839,True
SC-1840,0
SC-1841,0
SC-1842,0
SC-1843,0
SC-1844,off
SC-1845,off
SC-1846,off
SC-1847,off
SC-1848,False
SC-1849,False
SC-1850,False
SC-1851,False
SC-1852,True
SC-1853,True
SC-1854,True
SC-1855,True
SC-1856,0
SC-1857,0
SC-1858,0
SC-1859,0
SC-1860,off
SC-1861,off
SC-1862,off
SC-1863,off
SC-1864,False
SC-1865,False
SC-1866,False
SC-1867,False
SC-1868,True
SC-1869,True
SC-1870,True
SC-1871,True
SC-1872,0
SC-1873,0
SC-1874,0
SC-1875,0
SC-1876,off
